pincode,bio_age_5_17,demo_age_5_17,age_5_17,mbu_rate,demo_rate,risk_category,ihs_score,strategy,state,district
721125,1152.0,226.0,83.0,13.879518072289157,2.7228915662650603,Low Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
721126,924.0,158.0,77.0,12.0,2.051948051948052,Low Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
721127,1544.0,577.0,263.0,5.870722433460076,2.193916349809886,Low Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
721128,389.0,93.0,21.0,18.523809523809526,4.428571428571429,Medium Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
721129,431.0,148.0,38.0,11.342105263157896,3.8947368421052633,Low Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
721130,499.0,45.0,17.0,29.352941176470587,2.6470588235294117,Medium Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
721131,958.0,80.0,13.0,73.6923076923077,6.153846153846154,Medium Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
721132,12.0,3.0,1.0,12.0,3.0,Low Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
721133,1653.0,276.0,124.0,13.330645161290322,2.225806451612903,Low Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
458990,2913.0,511.0,55.0,52.96363636363636,9.290909090909091,Medium Load,900.0,Maintain (Digital Nudges),Madhya Pradesh,Bhopal
721134,1009.0,147.0,21.0,48.04761904761905,7.0,Medium Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
721135,777.0,163.0,92.0,8.445652173913043,1.7717391304347827,Low Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
721136,992.0,87.0,59.0,16.8135593220339,1.4745762711864407,Medium Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
721137,1123.0,190.0,18.0,62.388888888888886,10.555555555555555,Medium Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
721139,2232.0,268.0,95.0,23.49473684210526,2.8210526315789473,Medium Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
721140,1599.0,263.0,33.0,48.45454545454545,7.96969696969697,Medium Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
721141,186.0,42.0,9.0,20.666666666666668,4.666666666666667,Medium Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
721142,10.0,3.0,0.0,0.0,0.0,Low Load,600.0,Intervention (Mobile Vans/Camps),West Bengal,Kolkata
721143,524.0,120.0,26.0,20.153846153846153,4.615384615384615,Medium Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
721144,1581.0,307.0,55.0,28.745454545454546,5.581818181818182,Medium Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
721145,474.0,70.0,57.0,8.31578947368421,1.2280701754385965,Low Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
721146,939.0,154.0,25.0,37.56,6.16,Medium Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
721147,1053.0,321.0,76.0,13.855263157894736,4.223684210526316,Low Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
721148,626.0,108.0,29.0,21.586206896551722,3.7241379310344827,Medium Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
721149,1510.0,186.0,82.0,18.414634146341463,2.268292682926829,Medium Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
721150,2447.0,931.0,202.0,12.113861386138614,4.608910891089109,Low Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
721151,1532.0,183.0,23.0,66.6086956521739,7.956521739130435,Medium Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
721152,1823.0,206.0,51.0,35.745098039215684,4.03921568627451,Medium Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
721153,286.0,72.0,21.0,13.619047619047619,3.4285714285714284,Low Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
721154,755.0,66.0,17.0,44.411764705882355,3.8823529411764706,Medium Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
721155,988.0,194.0,10.0,98.8,19.4,High Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
721156,1053.0,214.0,87.0,12.10344827586207,2.4597701149425286,Low Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
721157,617.0,176.0,27.0,22.85185185185185,6.518518518518518,Medium Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
721158,195.0,27.0,8.0,24.375,3.375,Medium Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
721159,656.0,68.0,28.0,23.428571428571427,2.4285714285714284,Medium Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
721160,474.0,86.0,20.0,23.7,4.3,Medium Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
721161,229.0,23.0,4.0,57.25,5.75,Medium Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
721165,180.0,80.0,34.0,5.294117647058823,2.3529411764705883,Low Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
721166,890.0,141.0,43.0,20.697674418604652,3.2790697674418605,Medium Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
721167,15.0,0.0,0.0,0.0,0.0,Low Load,600.0,Intervention (Mobile Vans/Camps),West Bengal,Kolkata
721168,142.0,8.0,4.0,35.5,2.0,Medium Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
721169,138.0,13.0,7.0,19.714285714285715,1.8571428571428572,Medium Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
721170,110.0,10.0,10.0,11.0,1.0,Low Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
721171,15.0,1.0,1.0,15.0,1.0,Low Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
721172,97.0,26.0,1.0,97.0,26.0,High Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
721201,1787.0,464.0,186.0,9.60752688172043,2.4946236559139785,Low Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
721211,2261.0,331.0,97.0,23.309278350515463,3.4123711340206184,Medium Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
721212,2942.0,561.0,106.0,27.754716981132077,5.2924528301886795,Medium Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
328001,6143.0,1710.0,436.0,14.089449541284404,3.9220183486238533,Low Load,900.0,Maintain (Digital Nudges),Rajasthan,Jaipur
721222,675.0,105.0,21.0,32.142857142857146,5.0,Medium Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
721232,1709.0,298.0,64.0,26.703125,4.65625,Medium Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
328021,7007.0,1878.0,630.0,11.122222222222222,2.980952380952381,Low Load,900.0,Maintain (Digital Nudges),Rajasthan,Jaipur
328022,5101.0,796.0,354.0,14.409604519774012,2.248587570621469,Low Load,900.0,Maintain (Digital Nudges),Rajasthan,Jaipur
328023,3439.0,404.0,108.0,31.84259259259259,3.740740740740741,Medium Load,900.0,Maintain (Digital Nudges),Rajasthan,Jaipur
328024,4255.0,516.0,178.0,23.90449438202247,2.898876404494382,Medium Load,900.0,Maintain (Digital Nudges),Rajasthan,Jaipur
328025,5043.0,646.0,197.0,25.598984771573605,3.279187817258883,Medium Load,900.0,Maintain (Digital Nudges),Rajasthan,Jaipur
328026,2832.0,712.0,87.0,32.55172413793103,8.183908045977011,Medium Load,900.0,Maintain (Digital Nudges),Rajasthan,Jaipur
328027,4737.0,872.0,209.0,22.66507177033493,4.172248803827751,Medium Load,900.0,Maintain (Digital Nudges),Rajasthan,Jaipur
328028,435.0,84.0,76.0,5.723684210526316,1.105263157894737,Low Load,900.0,Maintain (Digital Nudges),Rajasthan,Jaipur
328029,1847.0,356.0,91.0,20.296703296703296,3.912087912087912,Medium Load,900.0,Maintain (Digital Nudges),Rajasthan,Jaipur
328030,3134.0,330.0,149.0,21.033557046979865,2.214765100671141,Medium Load,900.0,Maintain (Digital Nudges),Rajasthan,Jaipur
328031,1622.0,293.0,99.0,16.383838383838384,2.95959595959596,Medium Load,900.0,Maintain (Digital Nudges),Rajasthan,Jaipur
721242,744.0,163.0,49.0,15.183673469387756,3.326530612244898,Medium Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
721252,128.0,22.0,5.0,25.6,4.4,Medium Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
721253,1476.0,302.0,127.0,11.622047244094489,2.377952755905512,Low Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
721254,56.0,28.0,8.0,7.0,3.5,Low Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
721256,25.0,12.0,1.0,25.0,12.0,Medium Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
328041,2232.0,273.0,143.0,15.608391608391608,1.9090909090909092,Medium Load,900.0,Maintain (Digital Nudges),Rajasthan,Jaipur
721257,33.0,14.0,1.0,33.0,14.0,Medium Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
721258,346.0,73.0,49.0,7.061224489795919,1.489795918367347,Low Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
721260,1332.0,338.0,102.0,13.058823529411764,3.3137254901960786,Low Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
721301,3452.0,540.0,520.0,6.638461538461539,1.0384615384615385,Low Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
721302,16.0,2.0,1.0,16.0,2.0,Medium Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
721303,12.0,0.0,0.0,0.0,0.0,Low Load,600.0,Intervention (Mobile Vans/Camps),West Bengal,Kolkata
721304,724.0,117.0,54.0,13.407407407407407,2.1666666666666665,Low Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
721305,1373.0,209.0,80.0,17.1625,2.6125,Medium Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
721306,366.0,70.0,15.0,24.4,4.666666666666667,Medium Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
721401,2266.0,275.0,79.0,28.68354430379747,3.481012658227848,Medium Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
721420,282.0,76.0,14.0,20.142857142857142,5.428571428571429,Medium Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
721422,1418.0,163.0,46.0,30.82608695652174,3.5434782608695654,Medium Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
721423,819.0,80.0,14.0,58.5,5.714285714285714,Medium Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
721424,1588.0,463.0,79.0,20.10126582278481,5.860759493670886,Medium Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
721425,711.0,60.0,12.0,59.25,5.0,Medium Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
721426,1377.0,164.0,100.0,13.77,1.64,Low Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
721427,958.0,91.0,14.0,68.42857142857143,6.5,Medium Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
721428,199.0,12.0,19.0,10.473684210526315,0.631578947368421,Low Load,863.1578947368421,Maintain (Digital Nudges),West Bengal,Kolkata
721429,1552.0,209.0,73.0,21.26027397260274,2.863013698630137,Medium Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
721430,1588.0,232.0,23.0,69.04347826086956,10.08695652173913,Medium Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
721431,1694.0,274.0,108.0,15.685185185185185,2.537037037037037,Medium Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
721432,845.0,124.0,31.0,27.258064516129032,4.0,Medium Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
721433,685.0,95.0,18.0,38.05555555555556,5.277777777777778,Medium Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
721434,659.0,55.0,17.0,38.76470588235294,3.235294117647059,Medium Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
721435,575.0,120.0,35.0,16.428571428571427,3.4285714285714284,Medium Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
721436,748.0,120.0,33.0,22.666666666666668,3.6363636363636362,Medium Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
721437,1278.0,445.0,81.0,15.777777777777779,5.493827160493828,Medium Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
721438,214.0,31.0,4.0,53.5,7.75,Medium Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
721439,1552.0,159.0,22.0,70.54545454545455,7.2272727272727275,Medium Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
721440,801.0,90.0,9.0,89.0,10.0,Medium Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
721441,639.0,134.0,13.0,49.15384615384615,10.307692307692308,Medium Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
721442,1050.0,127.0,37.0,28.37837837837838,3.4324324324324325,Medium Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
721443,797.0,169.0,50.0,15.94,3.38,Medium Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
721444,1164.0,230.0,23.0,50.608695652173914,10.0,Medium Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
721445,1135.0,286.0,53.0,21.41509433962264,5.39622641509434,Medium Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
721446,1298.0,171.0,24.0,54.083333333333336,7.125,Medium Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
721447,421.0,106.0,25.0,16.84,4.24,Medium Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
721448,926.0,138.0,23.0,40.26086956521739,6.0,Medium Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
721449,550.0,64.0,8.0,68.75,8.0,Medium Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
721450,370.0,41.0,9.0,41.111111111111114,4.555555555555555,Medium Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
721451,753.0,204.0,40.0,18.825,5.1,Medium Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
721452,1023.0,86.0,23.0,44.47826086956522,3.739130434782609,Medium Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
721453,454.0,80.0,10.0,45.4,8.0,Medium Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
721454,1179.0,119.0,26.0,45.34615384615385,4.576923076923077,Medium Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
721455,601.0,84.0,14.0,42.92857142857143,6.0,Medium Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
721456,1028.0,140.0,14.0,73.42857142857143,10.0,Medium Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
721457,719.0,97.0,20.0,35.95,4.85,Medium Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
721458,961.0,178.0,27.0,35.592592592592595,6.592592592592593,Medium Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
721460,5.0,0.0,0.0,0.0,0.0,Low Load,600.0,Intervention (Mobile Vans/Camps),West Bengal,Kolkata
721461,28.0,2.0,0.0,0.0,0.0,Low Load,600.0,Intervention (Mobile Vans/Camps),West Bengal,Kolkata
721462,4.0,2.0,0.0,0.0,0.0,Low Load,600.0,Intervention (Mobile Vans/Camps),West Bengal,Kolkata
721463,38.0,13.0,2.0,19.0,6.5,Medium Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
721464,101.0,13.0,5.0,20.2,2.6,Medium Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
721465,20.0,1.0,1.0,20.0,1.0,Medium Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
721466,65.0,13.0,4.0,16.25,3.25,Medium Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
721467,927.0,137.0,37.0,25.054054054054053,3.7027027027027026,Medium Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
721501,1281.0,388.0,30.0,42.7,12.933333333333334,Medium Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
721502,354.0,59.0,13.0,27.23076923076923,4.538461538461538,Medium Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
721503,602.0,140.0,22.0,27.363636363636363,6.363636363636363,Medium Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
721504,1151.0,232.0,39.0,29.512820512820515,5.948717948717949,Medium Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
721505,1356.0,283.0,34.0,39.88235294117647,8.323529411764707,Medium Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
721506,2095.0,432.0,40.0,52.375,10.8,Medium Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
721507,3249.0,607.0,140.0,23.207142857142856,4.335714285714285,Medium Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
721513,1268.0,270.0,66.0,19.21212121212121,4.090909090909091,Medium Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
721514,152.0,26.0,10.0,15.2,2.6,Medium Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
721515,746.0,230.0,28.0,26.642857142857142,8.214285714285714,Medium Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
721516,1548.0,403.0,68.0,22.764705882352942,5.926470588235294,Medium Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
721517,1514.0,246.0,79.0,19.164556962025316,3.1139240506329116,Medium Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
721518,119.0,15.0,1.0,119.0,15.0,High Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
721601,1729.0,210.0,25.0,69.16,8.4,Medium Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
721602,632.0,79.0,10.0,63.2,7.9,Medium Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
721603,802.0,154.0,10.0,80.2,15.4,Medium Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
721604,14.0,0.0,2.0,7.0,0.0,Low Load,800.0,Awareness (SMS Campaigns),West Bengal,Kolkata
721605,82.0,8.0,3.0,27.333333333333332,2.6666666666666665,Medium Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
721606,3.0,1.0,1.0,3.0,1.0,Low Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
721607,124.0,34.0,6.0,20.666666666666668,5.666666666666667,Medium Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
721625,346.0,65.0,9.0,38.44444444444444,7.222222222222222,Medium Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
721626,887.0,105.0,24.0,36.958333333333336,4.375,Medium Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
721627,636.0,57.0,14.0,45.42857142857143,4.071428571428571,Medium Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
721628,1320.0,215.0,23.0,57.391304347826086,9.347826086956522,Medium Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
721629,914.0,103.0,11.0,83.0909090909091,9.363636363636363,Medium Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
721630,219.0,29.0,5.0,43.8,5.8,Medium Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
721631,2745.0,1180.0,49.0,56.02040816326531,24.081632653061224,Medium Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
721632,911.0,231.0,15.0,60.733333333333334,15.4,Medium Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
721633,1475.0,241.0,50.0,29.5,4.82,Medium Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
721634,916.0,99.0,24.0,38.166666666666664,4.125,Medium Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
721635,1283.0,222.0,24.0,53.458333333333336,9.25,Medium Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
721636,1009.0,108.0,25.0,40.36,4.32,Medium Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
721641,1028.0,168.0,33.0,31.151515151515152,5.090909090909091,Medium Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
721642,1126.0,255.0,9.0,125.11111111111111,28.333333333333332,High Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
721643,307.0,33.0,3.0,102.33333333333333,11.0,High Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
721644,487.0,77.0,2.0,243.5,38.5,High Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
721645,751.0,142.0,11.0,68.27272727272727,12.909090909090908,Medium Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
721646,628.0,72.0,21.0,29.904761904761905,3.4285714285714284,Medium Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
721647,477.0,82.0,7.0,68.14285714285714,11.714285714285714,Medium Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
721648,763.0,187.0,9.0,84.77777777777777,20.77777777777778,Medium Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
721649,807.0,126.0,26.0,31.03846153846154,4.846153846153846,Medium Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
721650,1073.0,221.0,12.0,89.41666666666667,18.416666666666668,Medium Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
721651,641.0,89.0,7.0,91.57142857142857,12.714285714285714,High Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
721652,770.0,170.0,11.0,70.0,15.454545454545455,Medium Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
721653,477.0,90.0,16.0,29.8125,5.625,Medium Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
721654,1221.0,163.0,13.0,93.92307692307692,12.538461538461538,High Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
721655,391.0,56.0,14.0,27.928571428571427,4.0,Medium Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
721656,1070.0,173.0,20.0,53.5,8.65,Medium Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
721657,812.0,81.0,22.0,36.90909090909091,3.6818181818181817,Medium Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
721658,743.0,110.0,7.0,106.14285714285714,15.714285714285714,High Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
721659,1127.0,164.0,22.0,51.22727272727273,7.454545454545454,Medium Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
721663,9.0,12.0,1.0,9.0,12.0,Low Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
721664,67.0,12.0,0.0,0.0,0.0,Low Load,600.0,Intervention (Mobile Vans/Camps),West Bengal,Kolkata
721665,71.0,14.0,0.0,0.0,0.0,Low Load,600.0,Intervention (Mobile Vans/Camps),West Bengal,Kolkata
721666,136.0,9.0,2.0,68.0,4.5,Medium Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
721667,53.0,4.0,0.0,0.0,0.0,Low Load,600.0,Intervention (Mobile Vans/Camps),West Bengal,Kolkata
721668,190.0,26.0,2.0,95.0,13.0,High Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
721669,82.0,6.0,5.0,16.4,1.2,Medium Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
721670,169.0,8.0,1.0,169.0,8.0,High Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
534225,579.0,33.0,2.0,289.5,16.5,High Load,900.0,Maintain (Digital Nudges),Andhra Pradesh,West Godavari
722101,3459.0,625.0,166.0,20.837349397590362,3.7650602409638556,Medium Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
722102,659.0,111.0,45.0,14.644444444444444,2.466666666666667,Low Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
722107,19.0,9.0,1.0,19.0,9.0,Medium Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
722110,60.0,18.0,0.0,0.0,0.0,Low Load,600.0,Intervention (Mobile Vans/Camps),West Bengal,Kolkata
722111,46.0,14.0,4.0,11.5,3.5,Low Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
722112,126.0,14.0,8.0,15.75,1.75,Medium Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
722121,1145.0,204.0,41.0,27.926829268292682,4.975609756097561,Medium Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
722122,1897.0,389.0,63.0,30.11111111111111,6.174603174603175,Medium Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
853201,2925.0,671.0,329.0,8.890577507598785,2.0395136778115504,Low Load,900.0,Maintain (Digital Nudges),Bihar,Patna
853202,3806.0,971.0,510.0,7.462745098039216,1.9039215686274509,Low Load,900.0,Maintain (Digital Nudges),Bihar,Patna
853203,2396.0,584.0,280.0,8.557142857142857,2.085714285714286,Low Load,900.0,Maintain (Digital Nudges),Bihar,Patna
853204,8449.0,1766.0,1738.0,4.861334867663982,1.0161104718066742,Low Load,900.0,Maintain (Digital Nudges),Bihar,Patna
853205,2451.0,397.0,402.0,6.097014925373134,0.9875621890547264,Low Load,898.7562189054727,Maintain (Digital Nudges),Bihar,Patna
722132,1006.0,183.0,71.0,14.169014084507042,2.5774647887323945,Low Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
722133,1558.0,338.0,86.0,18.11627906976744,3.9302325581395348,Medium Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
722134,1671.0,276.0,28.0,59.67857142857143,9.857142857142858,Medium Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
722135,1234.0,258.0,14.0,88.14285714285714,18.428571428571427,Medium Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
722136,1440.0,285.0,52.0,27.692307692307693,5.480769230769231,Medium Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
722137,1458.0,242.0,72.0,20.25,3.361111111111111,Medium Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
722138,1640.0,258.0,18.0,91.11111111111111,14.333333333333334,High Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
722139,814.0,88.0,32.0,25.4375,2.75,Medium Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
722140,2183.0,336.0,67.0,32.582089552238806,5.014925373134329,Medium Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
722141,1761.0,374.0,68.0,25.897058823529413,5.5,Medium Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
722142,588.0,91.0,47.0,12.51063829787234,1.9361702127659575,Low Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
722143,1344.0,251.0,108.0,12.444444444444445,2.324074074074074,Low Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
722144,1963.0,489.0,135.0,14.540740740740741,3.6222222222222222,Low Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
460001,10355.0,1574.0,209.0,49.54545454545455,7.5311004784688995,Medium Load,900.0,Maintain (Digital Nudges),Madhya Pradesh,Bhopal
722145,588.0,68.0,11.0,53.45454545454545,6.181818181818182,Medium Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
722146,522.0,77.0,35.0,14.914285714285715,2.2,Low Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
460004,1637.0,118.0,9.0,181.88888888888889,13.11111111111111,High Load,900.0,Maintain (Digital Nudges),Madhya Pradesh,Bhopal
722147,181.0,34.0,13.0,13.923076923076923,2.6153846153846154,Low Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
722148,1024.0,151.0,17.0,60.23529411764706,8.882352941176471,Medium Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
722149,650.0,87.0,16.0,40.625,5.4375,Medium Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
722150,2051.0,266.0,30.0,68.36666666666666,8.866666666666667,Medium Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
